Zeitstempel	Drehzahl	Drehmoment	Leistung	Durchfluss DN 20	Durchfluss DN 40	Druck 1	Druck 2	Druck 3	Druck 4	Druck 5	Druck 6	Temperatur Thermoelement	Temperatur Leitung	Taupunkttemperatur
hh:mm:ss	U/min	Nm	W	Nm³/h	Nm³/h	bar	bar	bar	bar	bar	bar	°C	°C	°C
 10:14:37	3005,251014	-4,372237	-1375,983747	0,114434	56,730512	0,980744	0,979077	0,975946	0,980356	0,979838	0,980810	20,379126	21,843116	0,328362
 10:14:38	3004,493979	-4,313360	-1357,111822	0,118191	58,878450	0,980577	0,979208	0,975795	0,980643	0,980005	0,980806	20,390463	21,854237	0,408783
 10:14:39	3005,032315	-4,320089	-1359,474294	0,118943	59,395297	0,980595	0,979183	0,975820	0,980612	0,980028	0,980827	20,385523	21,853670	0,425075
 10:14:40	3007,647089	-4,352771	-1370,949156	0,122593	61,905699	0,980680	0,979059	0,975939	0,980466	0,980140	0,980931	20,361530	21,850921	0,504210
 10:14:41	3007,733607	-4,352050	-1370,761494	0,269446	60,822621	0,980717	0,979014	0,975912	0,980510	0,980165	0,980931	20,361530	21,855184	0,523300
 10:14:42	3008,041228	-4,349487	-1370,094253	0,791591	56,971676	0,980848	0,978854	0,975814	0,980666	0,980256	0,980931	20,361530	21,870343	0,591175
 10:14:43	2997,851305	-4,347084	-1364,706494	0,626274	58,601807	0,980795	0,978943	0,975811	0,980588	0,980213	0,980929	20,360257	21,861735	0,611604
 10:14:44	2966,262547	-4,339634	-1348,004442	0,113790	63,655214	0,980633	0,979218	0,975804	0,980345	0,980079	0,980922	20,356312	21,835051	0,674937
 10:14:45	2954,921468	-4,331704	-1340,422258	0,114971	62,210150	0,980726	0,979196	0,975752	0,980312	0,980112	0,980882	20,356503	21,845981	0,695022
 10:14:46	2923,991255	-4,310075	-1319,743574	0,118191	58,269068	0,980978	0,979139	0,975609	0,980224	0,980200	0,980773	20,357023	21,875791	0,749800
 10:14:47	2914,805930	-4,375681	-1335,487276	0,217274	57,969891	0,981002	0,979112	0,975675	0,980228	0,980115	0,980808	20,357475	21,868281	0,773878
 10:14:48	2895,022153	-4,516987	-1369,396787	0,430684	57,325510	0,981052	0,979055	0,975818	0,980237	0,979930	0,980885	20,358446	21,852105	0,825738
 10:14:49	2890,210796	-4,496800	-1361,030870	0,329991	59,493585	0,980836	0,979131	0,975885	0,980272	0,979983	0,980912	20,347352	21,858171	0,847243
 10:14:50	2880,931750	-4,457869	-1344,896602	0,135796	63,674871	0,980419	0,979278	0,976014	0,980340	0,980084	0,980964	20,325954	21,869869	0,888719
 10:14:51	2874,875500	-4,413411	-1328,733818	0,126135	62,078302	0,980504	0,979234	0,975956	0,980435	0,980082	0,980908	20,333590	21,865190	0,910342
 10:14:52	2864,377999	-4,336350	-1300,718326	0,109389	59,310914	0,980652	0,979157	0,975856	0,980601	0,980079	0,980810	20,346825	21,857079	0,947823
 10:14:53	2849,547408	-4,400354	-1312,942404	0,118513	58,862628	0,980482	0,979051	0,975937	0,980628	0,980070	0,980880	20,326076	21,861793	0,972866
 10:14:54	2828,610103	-4,490712	-1330,199926	0,131395	58,229753	0,980242	0,978901	0,976051	0,980666	0,980056	0,980978	20,296782	21,868448	1,008220
 10:14:56	2820,693733	-4,520992	-1335,389132	0,372930	57,979480	0,980606	0,978987	0,976072	0,980511	0,980113	0,980917	20,306466	21,853578	1,032459
 10:14:57	2810,578370	-4,559682	-1342,019783	0,681559	57,659687	0,981071	0,979097	0,976098	0,980312	0,980186	0,980838	20,318839	21,834577	1,063431
 10:14:58	2807,309925	-4,583714	-1347,515296	0,411039	60,613101	0,981026	0,979149	0,976009	0,980348	0,980179	0,980850	20,335383	21,855028	1,081380
 10:14:59	2803,878057	-4,608947	-1353,285586	0,126994	63,714186	0,980978	0,979204	0,975916	0,980386	0,980172	0,980861	20,352754	21,876501	1,100226
 10:15:00	2803,121028	-4,548388	-1335,148057	0,117977	60,421801	0,980696	0,979297	0,975938	0,980453	0,980208	0,980871	20,319712	21,858425	1,120284
 10:15:01	2802,400047	-4,490712	-1317,874221	0,109389	57,286195	0,980428	0,979385	0,975958	0,980517	0,980242	0,980880	20,288243	21,841209	1,139386
 10:15:02	2803,034510	-4,379687	-1285,576566	0,114112	58,203863	0,980568	0,979238	0,975938	0,980472	0,980195	0,980920	20,312296	21,856842	1,158456
 10:15:03	2803,582455	-4,283801	-1257,683136	0,118191	58,996395	0,980689	0,979111	0,975921	0,980433	0,980154	0,980955	20,333069	21,870343	1,174926
 10:15:04	2802,890314	-4,333786	-1272,041718	0,620584	61,424331	0,980945	0,979004	0,975888	0,980496	0,980205	0,980968	20,330848	21,863826	1,196986
 10:15:05	2802,400047	-4,369193	-1282,212381	0,976446	63,144120	0,981127	0,978929	0,975865	0,980540	0,980242	0,980978	20,329275	21,859211	1,212612
 10:15:06	2805,584378	-4,345161	-1276,603760	0,447753	62,412958	0,980752	0,979003	0,975922	0,980444	0,980092	0,980904	20,320887	21,873364	1,229778
 10:15:07	2807,622350	-4,329781	-1273,014242	0,109389	61,945014	0,980512	0,979050	0,975958	0,980382	0,979995	0,980857	20,315519	21,882423	1,240764
 10:15:08	2807,684835	-4,421421	-1299,986941	0,095433	59,140230	0,980565	0,979074	0,976100	0,980497	0,980193	0,980866	20,304088	21,849828	1,257450
 10:15:09	2807,720884	-4,474291	-1315,548113	0,087382	57,522085	0,980596	0,979087	0,976182	0,980563	0,980307	0,980871	20,297493	21,831024	1,267077
 10:15:10	2804,558182	-4,561765	-1339,743441	0,108423	59,589475	0,980653	0,979075	0,975994	0,980452	0,980050	0,980887	20,296845	21,853185	1,283928
 10:15:11	2803,089785	-4,602378	-1350,976987	0,118191	60,549334	0,980680	0,979069	0,975907	0,980400	0,979930	0,980894	20,296545	21,863474	1,291752
 10:15:12	2801,974669	-4,521072	-1326,586339	0,488653	60,702279	0,980706	0,979062	0,975992	0,980509	0,980012	0,980720	20,294532	21,845883	1,309309
 10:15:13	2801,513241	-4,487428	-1316,493658	0,641947	60,765566	0,980717	0,979059	0,976028	0,980554	0,980047	0,980647	20,293698	21,838604	1,316574
 10:15:14	2802,630761	-4,611590	-1353,464100	0,242609	62,162685	0,980386	0,979000	0,975979	0,980399	0,980237	0,980813	20,290471	21,861706	1,331351
 10:15:15	2802,991251	-4,651643	-1365,390050	0,113790	62,613368	0,980279	0,978980	0,975963	0,980349	0,980298	0,980866	20,289429	21,869159	1,336117
 10:15:16	2804,144820	-4,572179	-1342,614687	0,117225	62,766792	0,980338	0,978664	0,975683	0,980011	0,979898	0,980521	20,292761	21,857327	1,352664
 10:15:17	2804,469261	-4,549830	-1336,209116	0,118191	62,809943	0,980354	0,978575	0,975604	0,979916	0,979786	0,980424	20,293698	21,854000	1,357317
 10:15:18	2803,993414	-4,541899	-1333,653862	0,121734	61,069538	0,980189	0,978331	0,975331	0,980017	0,979535	0,980293	20,285872	21,864676	1,368185
 10:15:19	2803,878057	-4,539977	-1333,034407	0,122593	60,647622	0,980149	0,978272	0,975264	0,980042	0,979474	0,980261	20,283974	21,867264	1,370820
 10:15:20	2800,008795	-4,371756	-1281,881589	0,641088	58,466122	0,979982	0,978551	0,975467	0,979990	0,979323	0,980106	20,278710	21,863422	1,387628
 10:15:21	2799,345493	-4,342918	-1273,112534	0,729973	58,092151	0,979953	0,978598	0,975502	0,979981	0,979297	0,980079	20,277807	21,862764	1,390509
 10:15:22	2803,325305	-4,279475	-1256,294248	0,215986	60,646663	0,979774	0,978410	0,975121	0,979871	0,979571	0,980046	20,274059	21,862764	1,402493
 10:15:23	2803,878057	-4,270664	-1253,958375	0,144599	61,001456	0,979749	0,978384	0,975069	0,979856	0,979609	0,980042	20,273538	21,862764	1,404157
 10:15:24	2806,278922	-4,353653	-1279,422490	0,116796	61,817480	0,979942	0,978212	0,975254	0,979851	0,979441	0,980101	20,290661	21,885421	1,419315
 10:15:25	2806,538475	-4,362624	-1282,175367	0,113790	61,905699	0,979963	0,978193	0,975274	0,979851	0,979423	0,980107	20,292513	21,887870	1,420953
 10:15:26	2806,913385	-4,393865	-1291,529647	0,122163	58,184685	0,979892	0,978273	0,975012	0,979838	0,979241	0,980036	20,264537	21,847541	1,444079
 10:15:27	2806,932611	-4,395467	-1292,009353	0,122593	57,993864	0,979888	0,978277	0,974999	0,979837	0,979232	0,980033	20,263102	21,845473	1,445265
 10:15:28	2784,918678	-4,360221	-1271,599486	0,921269	61,062346	0,979979	0,978309	0,975190	0,979265	0,979454	0,980342	20,268887	21,830683	1,467261
 10:15:29	2783,632931	-4,359660	-1270,845938	0,921698	61,233510	0,979981	0,978306	0,975199	0,979264	0,979457	0,980339	20,268841	21,830418	1,466790
 10:15:30	2754,216958	-4,372477	-1261,113913	0,140198	65,011579	0,979972	0,978175	0,975376	0,979818	0,979339	0,979930	20,261205	21,834577	1,425958
 10:15:31	2751,914632	-4,397951	-1267,280866	0,139554	64,690347	0,979967	0,978176	0,975373	0,979802	0,979343	0,979930	20,260302	21,834889	1,418889
 10:15:32	2707,019281	-4,894681	-1387,536439	0,126994	58,426328	0,979870	0,978207	0,975311	0,979483	0,979418	0,979930	20,242704	21,840972	1,281052
 10:15:33	2706,168527	-4,875456	-1381,673850	0,127316	59,100915	0,979859	0,978208	0,975284	0,979492	0,979416	0,979933	20,240830	21,839447	1,279282
 10:15:34	2695,392307	-4,631937	-1307,414388	0,131395	67,645680	0,979721	0,978221	0,974943	0,979604	0,979395	0,979972	20,217087	21,820128	1,256850
 10:15:35	2697,170720	-4,630736	-1307,936025	0,150181	68,954580	0,979759	0,978225	0,974980	0,979609	0,979357	0,979984	20,220385	21,821775	1,237170
 10:15:37	2709,975292	-4,622084	-1311,691806	0,285441	78,378660	0,980037	0,978254	0,975246	0,979641	0,979083	0,980070	20,244127	21,833630	1,095476
 10:15:38	2710,552075	-4,586998	-1301,999524	0,261609	76,264283	0,980017	0,978249	0,975229	0,979637	0,979134	0,980052	20,245203	21,834184	0,996918
 10:15:39	2713,916641	-4,382330	-1245,461217	0,122593	63,930418	0,979898	0,978221	0,975134	0,979609	0,979437	0,979949	20,251480	21,837419	0,421994
 10:15:40	2725,877687	-4,429993	-1264,845711	0,121090	65,222537	0,979939	0,978216	0,975131	0,979618	0,979396	0,979951	20,252087	21,839846	0,337068
 10:15:41	2783,974194	-4,661496	-1358,998971	0,113790	71,498544	0,980140	0,978189	0,975115	0,979660	0,979199	0,979963	20,255038	21,851631	-0,075429
 10:15:42	2780,686526	-4,596130	-1338,452916	0,197093	68,318829	0,980145	0,978256	0,975110	0,979657	0,979224	0,979956	20,249947	21,848812	-0,127070
 10:15:43	2767,124894	-4,326497	-1253,700442	0,540717	55,202504	0,980168	0,978533	0,975087	0,979646	0,979325	0,979930	20,228947	21,837183	-0,340090
 10:15:44	2763,815599	-4,164284	-1205,452430	0,449900	43,862552	0,980053	0,978426	0,975078	0,979717	0,979298	0,979927	20,227854	21,832035	-0,300493
 10:15:45	2752,049213	-3,587529	-1033,903942	0,126994	3,542723	0,979646	0,978044	0,975045	0,979967	0,979204	0,979916	20,223966	21,813733	-0,159701
 10:15:46	2749,910308	-3,420910	-985,235011	0,131288	3,082451	0,979698	0,978115	0,975064	0,979894	0,979187	0,979913	20,220900	21,817257	-0,169385
 10:15:47	2743,279703	-2,904394	-834,361325	0,144599	1,655608	0,979860	0,978333	0,975120	0,979665	0,979134	0,979902	20,211395	21,828182	-0,199407
 10:15:48	2739,299899	-2,813074	-807,047004	0,139446	2,052593	0,979852	0,978315	0,975078	0,979643	0,979160	0,979884	20,222780	21,834352	-0,288096
 10:15:49	2729,682040	-2,592385	-741,037394	0,126994	3,011972	0,979832	0,978272	0,974976	0,979590	0,979222	0,979842	20,250294	21,849263	-0,502428
 10:15:50	2727,026435	-2,469504	-705,298501	0,390750	2,993273	0,979883	0,978269	0,975040	0,979701	0,979211	0,979886	20,250294	21,845958	-0,598485
 10:15:51	2721,306671	-2,204837	-628,322424	0,958841	2,952999	0,979991	0,978263	0,975180	0,979939	0,979185	0,979981	20,250294	21,838841	-0,805377
 10:15:52	2689,276043	-2,149885	-605,806749	0,680807	2,107250	0,979860	0,978257	0,975137	0,979815	0,979164	0,979969	20,244301	21,843289	-0,862549
 10:15:53	2627,502689	-2,043906	-562,383662	0,144599	0,476162	0,979609	0,978244	0,975055	0,979576	0,979125	0,979944	20,232742	21,851868	-0,972810
 10:15:54	2533,218540	-1,977259	-525,551443	0,127423	0,407121	0,979780	0,978188	0,975135	0,979616	0,979194	0,979984	20,213859	21,840036	-0,981808
 10:15:55	2385,899558	-1,873122	-468,001102	0,100586	0,299245	0,980047	0,978100	0,975260	0,979679	0,979302	0,980047	20,184354	21,821550	-0,995866
 10:15:56	2284,661117	-1,892187	-452,418823	0,111536	0,413354	0,979931	0,978090	0,975219	0,979661	0,979139	0,979958	20,193894	21,823907	-0,999526
 10:15:57	2141,736259	-1,919102	-430,420312	0,126994	0,574449	0,979767	0,978077	0,975162	0,979637	0,978910	0,979832	20,207362	21,827234	-1,004692
 10:15:58	2040,003364	-1,780601	-382,095869	0,363591	1,212117	0,979750	0,978146	0,975218	0,979479	0,978951	0,979869	20,209671	21,823722	-0,957485
 10:15:59	1922,207381	-1,620231	-326,141252	0,637546	1,950470	0,979730	0,978226	0,975283	0,979297	0,978999	0,979912	20,212344	21,819655	-0,902824
 10:16:00	1808,680108	-1,560953	-296,391561	0,405672	1,240884	0,979521	0,978158	0,975249	0,979429	0,979067	0,979902	20,219401	21,837795	-0,834748
 10:16:01	1689,476471	-1,498712	-265,154385	0,162204	0,495819	0,979302	0,978086	0,975213	0,979567	0,979139	0,979893	20,226812	21,856842	-0,763269
 10:16:02	1552,054871	-1,454974	-237,077573	0,153187	0,526025	0,979645	0,978189	0,975180	0,979581	0,979160	0,979995	20,216607	21,846894	-0,758748
 10:16:03	1421,177158	-1,413320	-210,337752	0,144599	0,554791	0,979972	0,978286	0,975148	0,979595	0,979180	0,980093	20,206888	21,837419	-0,754443
 10:16:04	1286,728930	-1,400983	-188,926833	0,328810	0,554791	0,979902	0,978094	0,974985	0,979705	0,979043	0,979886	20,204088	21,818990	-0,789058
 10:16:05	1170,614552	-1,390330	-170,435585	0,487901	0,554791	0,979842	0,977928	0,974845	0,979800	0,978924	0,979707	20,201670	21,803074	-0,818952
 10:16:06	879,105774	-1,183979	-113,926620	0,295317	0,521709	0,979711	0,977954	0,975004	0,979536	0,979039	0,979871	20,207524	21,805731	-0,847260
 10:16:07	650,968470	-1,022487	-69,702213	0,144599	0,495819	0,979609	0,977974	0,975129	0,979329	0,979129	0,980000	20,212106	21,807811	-0,869413
 10:16:08	257,211858	-0,413690	-27,208864	0,133864	0,459860	0,980001	0,978162	0,975124	0,979534	0,978894	0,979980	20,212829	21,819943	-0,873219
 10:16:09	5,207626	-0,024059	-0,013120	0,126994	0,436847	0,980251	0,978282	0,975120	0,979665	0,978743	0,979967	20,213292	21,827708	-0,875655
 10:16:10	4,082952	-0,065714	-0,025267	0,087919	0,224930	0,980086	0,978184	0,974919	0,979579	0,979112	0,979988	20,213593	21,826807	-0,883375
 10:16:11	3,434102	-0,089745	-0,032274	0,065376	0,102670	0,979991	0,978128	0,974803	0,979530	0,979325	0,980000	20,213767	21,826287	-0,887829
 10:16:12	3,703255	-0,044886	-0,016820	0,113468	0,075821	0,979781	0,978099	0,975010	0,979568	0,979163	0,979946	20,204047	21,823213	-0,914051
 10:16:13	3,828218	-0,024059	-0,009645	0,135796	0,063355	0,979683	0,978086	0,975106	0,979586	0,979087	0,979921	20,199535	21,821786	-0,926225
 10:16:14	4,385749	0,003817	0,002427	0,521823	0,244108	0,979532	0,978261	0,974846	0,979592	0,979196	0,979950	20,199703	21,815420	-0,952959
 10:16:15	4,616451	0,015353	0,007422	0,681559	0,318902	0,979469	0,978333	0,974738	0,979595	0,979241	0,979963	20,199772	21,812785	-0,964021
 10:16:16	3,967601	0,012949	0,005440	0,246795	0,246985	0,979898	0,978234	0,974936	0,979496	0,979207	0,979850	20,193350	21,807413	-0,989560
 10:16:18	3,729689	0,012068	0,004714	0,087382	0,220615	0,980056	0,978198	0,975008	0,979460	0,979194	0,979809	20,190996	21,805443	-0,998924
 10:16:19	3,268285	-0,028945	-0,009349	0,059901	0,113218	0,980238	0,978158	0,975143	0,979405	0,979064	0,979827	20,161004	21,761257	-1,011777
 10:16:20	3,138514	-0,040481	-0,013305	0,052172	0,083013	0,980289	0,978147	0,975180	0,979390	0,979027	0,979832	20,152569	21,748829	-1,015392
 10:16:21	3,455730	-0,035194	-0,012693	0,055714	0,114657	0,979592	0,978128	0,975319	0,979255	0,979192	0,979829	20,167079	21,762938	-1,011027
 10:16:22	3,532631	-0,033912	-0,012545	0,056573	0,122328	0,979423	0,978123	0,975353	0,979222	0,979232	0,979828	20,170597	21,766358	-1,009969
 10:16:23	4,186288	-0,036636	-0,016099	0,490907	0,301642	0,979979	0,978073	0,975055	0,979419	0,979293	0,979828	20,203642	21,791698	-1,016081
 10:16:24	4,320864	-0,037196	-0,016831	0,580329	0,338560	0,980093	0,978063	0,974994	0,979460	0,979306	0,979828	20,210446	21,796915	-1,017339
 10:16:25	3,196190	-0,042964	-0,014286	0,112716	0,096917	0,979930	0,978198	0,975072	0,979717	0,979012	0,979820	20,202323	21,805027	-1,017787
 10:16:26	3,039985	-0,043765	-0,013932	0,047770	0,063355	0,979907	0,978217	0,975083	0,979753	0,978971	0,979818	20,201195	21,806153	-1,017849
 10:16:27	3,306735	-0,079331	-0,027578	0,051742	0,045616	0,979814	0,978284	0,975087	0,979467	0,979105	0,979907	20,197342	21,787128	-1,017455
 10:16:28	3,335573	-0,083177	-0,029054	0,052172	0,043698	0,979804	0,978291	0,975087	0,979437	0,979120	0,979916	20,196926	21,785072	-1,017412
 10:16:29	4,179078	-0,017571	-0,007392	0,508512	0,249382	0,980194	0,978021	0,975202	0,979445	0,979226	0,979938	20,217458	21,778763	-1,017568
 10:16:30	4,222335	-0,014206	-0,006281	0,531914	0,259930	0,980214	0,978007	0,975208	0,979446	0,979232	0,979939	20,218511	21,778439	-1,017576
 10:16:31	3,933957	-0,065473	-0,026934	0,085342	0,144862	0,979896	0,978261	0,975286	0,979782	0,979304	0,980039	20,203006	21,789994	-1,017984
 10:16:32	3,926747	-0,066755	-0,027450	0,074178	0,141985	0,979888	0,978268	0,975288	0,979790	0,979306	0,980042	20,202619	21,790283	-1,017994
 10:16:33	3,631160	-0,027343	-0,010397	0,104987	0,240272	0,980391	0,978296	0,975148	0,979711	0,979311	0,979651	20,223254	21,807811	-1,018122
 10:16:34	3,652788	-0,027984	-0,010763	0,104773	0,241711	0,980387	0,978294	0,975146	0,979710	0,979307	0,979655	20,223463	21,808008	-1,018111
 10:16:35	4,517922	-0,053618	-0,025367	0,096185	0,299245	0,980214	0,978221	0,975055	0,979641	0,979166	0,979842	20,231793	21,815865	-1,017685
 10:16:36	4,479472	-0,053297	-0,025026	0,129892	0,293491	0,980200	0,978215	0,975047	0,979638	0,979164	0,979847	20,231180	21,815726	-1,017723
 10:16:37	3,729689	-0,047049	-0,018376	0,787190	0,181300	0,979916	0,978100	0,974906	0,979581	0,979125	0,979958	20,219222	21,813022	-1,018467
 10:16:38	3,720077	-0,051215	-0,019913	0,713334	0,162122	0,979933	0,978094	0,974910	0,979564	0,979123	0,979940	20,218736	21,811197	-1,018437
 10:16:39	3,631160	-0,089745	-0,034126	0,030165	-0,015274	0,980084	0,978035	0,974948	0,979409	0,979106	0,979776	20,214241	21,794310	-1,018158
 10:16:40	3,679223	-0,087743	-0,033734	0,035533	0,006301	0,980060	0,978053	0,974967	0,979437	0,979110	0,979806	20,213807	21,794656	-1,018120
 10:16:41	4,025277	-0,073324	-0,030908	0,074178	0,161643	0,979888	0,978179	0,975106	0,979641	0,979139	0,980019	20,210683	21,797152	-1,017849
 10:16:42	3,924344	-0,066034	-0,027511	0,074930	0,168355	0,979926	0,978182	0,975127	0,979617	0,979137	0,979993	20,208699	21,797435	-1,017908
 10:16:43	3,434102	-0,030628	-0,011014	0,078579	0,200958	0,980112	0,978198	0,975227	0,979497	0,979129	0,979870	20,199061	21,798810	-1,018195
 10:16:44	3,491777	-0,042163	-0,015705	0,238315	0,170273	0,980032	0,978260	0,975257	0,979581	0,979193	0,979932	20,207484	21,804911	-1,018106
 10:16:45	3,729689	-0,089745	-0,035052	0,897223	0,043698	0,979702	0,978515	0,975381	0,979925	0,979455	0,980191	20,242230	21,830077	-1,017740
