pin ,rotation speed,torque,Power,volumetric flow rate (DN 40),p1,p2,p3,p4,p5,p6,room temp
bara,U/min,Nm,W,Nmｳ/h,bar,bar,bar,bar,bar,bar,ｰC
10.96,3279.751988,-4.18887024,-1350.956279,61.28707424,0.98059924,0.97896624,0.97577304,0.98042684,0.97995072,0.980755,21.82530396
,,,,,,,,,,,
10.96,3006.882844,-4.286845,-1349.835821,57.277086,0.980405,0.979307,0.975868,0.980428,0.980082,0.980683,21.82148
10.96,3008.829505,-4.277232,-1347.687011,57.109278,0.980391,0.979353,0.97593,0.980419,0.980116,0.980796,21.816338
10.96,3009.444746,-4.246472,-1338.267968,59.425982,0.980515,0.979069,0.975756,0.980365,0.979927,0.98076,21.825952
10.96,3009.617783,-4.237821,-1335.618862,60.077555,0.980549,0.97899,0.975707,0.980349,0.979874,0.98075,21.828656
10.96,3010.598323,-4.254162,-1341.206298,58.186603,0.980843,0.979117,0.975741,0.980299,0.979936,0.980746,21.834745
10.96,3010.800199,-4.257527,-1342.356653,57.797289,0.980903,0.979143,0.975749,0.980289,0.979949,0.980745,21.835998
10.96,3007.60383,-4.296778,-1353.291764,58.300712,0.980848,0.979084,0.975776,0.980563,0.980048,0.98063,21.815778
10.96,3007.055881,-4.303507,-1355.166354,58.387013,0.980838,0.979073,0.975781,0.98061,0.980065,0.98061,21.812312
10.96,3007.142399,-4.228529,-1331.59406,57.817426,0.980716,0.979106,0.975977,0.98034,0.980339,0.9807,21.831654
10.96,3007.154415,-4.218115,-1328.320131,57.738317,0.980698,0.979111,0.976005,0.980303,0.980377,0.980712,21.83434
10.96,3010.533435,-4.196807,-1323.094531,58.521739,0.980759,0.978847,0.975953,0.980648,0.980308,0.980738,21.833023
10.96,3010.800199,-4.195125,-1322.681984,58.583588,0.980764,0.978827,0.975949,0.980675,0.980303,0.98074,21.832919
10.96,3009.206821,-4.198249,-1322.966441,56.451952,0.980613,0.979013,0.976161,0.980622,0.980205,0.98074,21.796644
10.96,3009.125109,-4.198409,-1322.981029,56.342637,0.980605,0.979022,0.976172,0.980619,0.9802,0.98074,21.794783
10.96,3003.311563,-4.218115,-1326.622666,55.92983,0.980838,0.979157,0.976,0.980554,0.980251,0.981052,21.797626
10.96,3003.366838,-4.218996,-1326.92442,56.106747,0.980838,0.979152,0.976,0.980554,0.980252,0.981047,21.798076
10.96,3005.57786,-4.254242,-1338.994575,63.183435,0.98082,0.978966,0.975995,0.980563,0.98027,0.980815,21.816102
10.96,3005.59228,-4.25248,-1338.446269,62.974394,0.980821,0.978975,0.975994,0.980566,0.98027,0.980819,21.815304
10.96,3005.873464,-4.218115,-1327.754309,58.898107,0.980848,0.979148,0.975967,0.980624,0.980275,0.980894,21.799758
10.96,3006.06813,-4.231813,-1332.155876,58.865025,0.980846,0.979137,0.975964,0.980606,0.980266,0.980903,21.803241
10.96,3008.533901,-4.40532,-1387.909055,58.445986,0.980829,0.979003,0.975916,0.980377,0.980158,0.981015,21.847368
10.96,3008.226281,-4.403077,-1387.061238,58.242699,0.980823,0.979008,0.975922,0.98037,0.980124,0.980995,21.846767
10.96,3005.380791,-4.38233,-1379.218934,56.362294,0.980773,0.979055,0.975972,0.980307,0.979809,0.98081,21.841209
10.96,3005.251014,-4.372237,-1375.983747,56.730512,0.980744,0.979077,0.975946,0.980356,0.979838,0.98081,21.843116
10.96,3004.493979,-4.31336,-1357.111822,58.87845,0.980577,0.979208,0.975795,0.980643,0.980005,0.980806,21.854237
10.96,3005.032315,-4.320089,-1359.474294,59.395297,0.980595,0.979183,0.97582,0.980612,0.980028,0.980827,21.85367
,,,,,,,,,,,
10.96,3007.365535,-4.268682769,-1344.33562,58.30884435,0.980723038,0.979081962,0.975916,0.980486962,0.980125962,0.980803192,21.82427292
,,,,,,,,,,,
10.96,2803.878057,-4.608947,-1353.285586,63.714186,0.980978,0.979204,0.975916,0.980386,0.980172,0.980861,21.876501
10.96,2803.121028,-4.548388,-1335.148057,60.421801,0.980696,0.979297,0.975938,0.980453,0.980208,0.980871,21.858425
10.96,2802.400047,-4.490712,-1317.874221,57.286195,0.980428,0.979385,0.975958,0.980517,0.980242,0.98088,21.841209
10.96,2803.03451,-4.379687,-1285.576566,58.203863,0.980568,0.979238,0.975938,0.980472,0.980195,0.98092,21.856842
10.96,2803.582455,-4.283801,-1257.683136,58.996395,0.980689,0.979111,0.975921,0.980433,0.980154,0.980955,21.870343
10.96,2802.890314,-4.333786,-1272.041718,61.424331,0.980945,0.979004,0.975888,0.980496,0.980205,0.980968,21.863826
10.96,2802.400047,-4.369193,-1282.212381,63.14412,0.981127,0.978929,0.975865,0.98054,0.980242,0.980978,21.859211
10.96,2805.584378,-4.345161,-1276.60376,62.412958,0.980752,0.979003,0.975922,0.980444,0.980092,0.980904,21.873364
10.96,2807.62235,-4.329781,-1273.014242,61.945014,0.980512,0.97905,0.975958,0.980382,0.979995,0.980857,21.882423
10.96,2807.684835,-4.421421,-1299.986941,59.14023,0.980565,0.979074,0.9761,0.980497,0.980193,0.980866,21.849828
10.96,2807.720884,-4.474291,-1315.548113,57.522085,0.980596,0.979087,0.976182,0.980563,0.980307,0.980871,21.831024
10.96,2804.558182,-4.561765,-1339.743441,59.589475,0.980653,0.979075,0.975994,0.980452,0.98005,0.980887,21.853185
10.96,2803.089785,-4.602378,-1350.976987,60.549334,0.98068,0.979069,0.975907,0.9804,0.97993,0.980894,21.863474
10.96,2801.974669,-4.521072,-1326.586339,60.702279,0.980706,0.979062,0.975992,0.980509,0.980012,0.98072,21.845883
10.96,2801.513241,-4.487428,-1316.493658,60.765566,0.980717,0.979059,0.976028,0.980554,0.980047,0.980647,21.838604
10.96,2802.630761,-4.61159,-1353.4641,62.162685,0.980386,0.979,0.975979,0.980399,0.980237,0.980813,21.861706
10.96,2802.991251,-4.651643,-1365.39005,62.613368,0.980279,0.97898,0.975963,0.980349,0.980298,0.980866,21.869159
10.96,2804.14482,-4.572179,-1342.614687,62.766792,0.980338,0.978664,0.975683,0.980011,0.979898,0.980521,21.857327
10.96,2804.469261,-4.54983,-1336.209116,62.809943,0.980354,0.978575,0.975604,0.979916,0.979786,0.980424,21.854
10.96,2803.993414,-4.541899,-1333.653862,61.069538,0.980189,0.978331,0.975331,0.980017,0.979535,0.980293,21.864676
10.96,2803.878057,-4.539977,-1333.034407,60.647622,0.980149,0.978272,0.975264,0.980042,0.979474,0.980261,21.867264
10.96,2800.008795,-4.371756,-1281.881589,58.466122,0.979982,0.978551,0.975467,0.97999,0.979323,0.980106,21.863422
10.96,2799.345493,-4.342918,-1273.112534,58.092151,0.979953,0.978598,0.975502,0.979981,0.979297,0.980079,21.862764
10.96,2803.325305,-4.279475,-1256.294248,60.646663,0.979774,0.97841,0.975121,0.979871,0.979571,0.980046,21.862764
,,,,,,,,,,,
10.96,2803.576747,-4.467461583,-1311.601239,60.62886317,0.980500667,0.978917833,0.975809208,0.98031975,0.979977625,0.980687,21.85946767
